"","algorithm","file_id","effect_size","p_value","mean","median"
"1","nsga3","activemq-5.0.0",-7.21169316021003e-18,1,0.328383299880066,0.394495412844037
"2","MEG","activemq-5.0.0",0.43778801843318,0.0760169169726779,0.312640580428571,0.315352697
"3","MOLR","activemq-5.0.0",0.483870967741935,0.0224415961481735,0.176701571,0.176701571
"4","nsga3","activemq-5.1.0",-1.25102940999376e-17,1,0.414708530977362,0.409566517189836
"5","MEG","activemq-5.1.0",0.0691244239631336,0.7920414152631,0.357630393714286,0.416851441
"6","MOLR","activemq-5.1.0",1,2.29482375090894e-06,0.342530923,0.342530923
"7","nsga3","activemq-5.2.0",-3.66880025463643e-18,1,0.415379426004244,0.416210295728368
"8","MEG","activemq-5.2.0",0.170506912442396,0.468737115634565,0.384679155857143,0.409769335
"9","MOLR","activemq-5.2.0",1,6.28000704045137e-07,0.358890701,0.358890701
"10","nsga3","activemq-5.3.0",0,1,0.138062286582973,0.113623827909542
"11","MEG","activemq-5.3.0",-1,2.4998253605158e-06,0.31307773890316,0.341772151898734
"12","MOLR","activemq-5.3.0",-0.111111111111111,0.688098259323512,0.122165104,0.122165104
"13","nsga3","derby-10.2.1.6",-5.32549781389904e-18,1,0.594926727587551,0.622929936305732
"14","MEG","derby-10.2.1.6",0.619047619047619,0.0186593140448181,0.566588905833333,0.565084227
"15","MOLR","derby-10.2.1.6",0.619047619047619,0.00424974989498291,0.486424474,0.486424474
"16","nsga3","derby-10.3.1.4",3.66880025463643e-18,1,0.405174014461323,0.409385113268608
"17","MEG","derby-10.3.1.4",-0.720430107526882,7.63490529176128e-07,0.454308574623398,0.461086637298091
"18","MOLR","derby-10.3.1.4",1,2.29482375090894e-06,0.32157969,0.32157969
"19","nsga3","groovy-1_5_7",0,1,0.340979691280065,0.340659340659341
"20","MEG","groovy-1_5_7",-0.555555555555555,0.044179049870764,0.349148570166667,0.3899525315
"21","MOLR","groovy-1_5_7",0.80952380952381,0.000281567059828283,0.301369863,0.301369863
"22","nsga3","groovy-1_6_BETA_1",-5.48046711059608e-18,1,0.420978168936764,0.42152466367713
"23","MEG","groovy-1_6_BETA_1",1,8.9184499477201e-13,0.255639097744361,0.255639097744361
"24","MOLR","groovy-1_6_BETA_1",0.935483870967742,9.30816254104456e-06,0.383838384,0.383838384
"25","nsga3","hbase-0.94.0",-5.48046711059608e-18,1,0.478458251071322,0.486202365308804
"26","MEG","hbase-0.94.0",0.956989247311828,0.000240950720611334,0.384716942166667,0.402097902
"27","MOLR","hbase-0.94.0",-0.548387096774194,0.00939898350274515,0.494699647,0.494699647
"28","nsga3","hbase-0.95.0",7.21169316021003e-18,1,0.48720422523625,0.489530685920578
"29","MEG","hbase-0.95.0",0.552688172043011,0.000199452704282627,0.454666359137301,0.450299401197605
"30","MOLR","hbase-0.95.0",0.870967741935484,3.89136627918297e-05,0.446469248,0.446469248
"31","nsga3","hive-0.10.0",-1.82915398777393e-18,1,0.260263633106895,0.262694651320244
"32","MEG","hive-0.10.0",-1,1.96949231924625e-11,0.335943287943268,0.336686571583675
"33","MOLR","hive-0.10.0",1,2.19067141966933e-06,0.22019334,0.22019334
"34","nsga3","hive-0.9.0",-8.85898097711543e-18,1,0.415373975840904,0.423963133640553
"35","MEG","hive-0.9.0",0.909677419354839,0.00134918732459998,0.3645158334,0.353413655
"36","MOLR","hive-0.9.0",1,2.26899188578855e-06,0.291005291,0.291005291
"37","nsga3","jruby-1.1",-3.66880025463643e-18,1,0.46658839093404,0.48
"38","MEG","jruby-1.1",0.316129032258064,0.271444304594381,0.4283008006,0.456928839
"39","MOLR","jruby-1.1",0.161290322580645,0.453200207143538,0.457300275,0.457300275
"40","nsga3","jruby-1.4.0",-3.66880025463643e-18,1,0.297382935075645,0.30316742081448
"41","MEG","jruby-1.4.0",-0.6,0.0349271185983011,0.3567260128,0.414141414
"42","MOLR","jruby-1.4.0",1,2.22034757405716e-06,0.2336,0.2336
"43","nsga3","jruby-1.5.0",-7.26065712929002e-18,1,0.182763896133506,0.171683389074693
"44","MEG","jruby-1.5.0",-0.808602150537634,5.34405132226694e-08,0.184730967679792,0.180308422301305
"45","MOLR","jruby-1.5.0",0.548387096774194,0.00908123771372937,0.17155266,0.17155266
"46","nsga3","lucene-2.3.0",2.50170907735123e-17,1,0.43807631678784,0.438116100766703
"47","MEG","lucene-2.3.0",0.612903225806452,0.0174511997737821,0.3976921844,0.428415301
"48","MOLR","lucene-2.3.0",-1,4.40369393586879e-07,0.443271768,0.443271768
"49","nsga3","lucene-2.9.0",-3.66880025463643e-18,1,0.377168365975922,0.379501385041551
"50","MEG","lucene-2.9.0",-0.367741935483871,0.197150362992996,0.3813321972,0.4
"51","MOLR","lucene-2.9.0",1,2.066579899191e-06,0.284894837,0.284894837
"52","nsga3","lucene-3.0.0",1.80082483423479e-17,1,0.158108031446051,0.155425219941349
"53","MEG","lucene-3.0.0",0.92258064516129,5.82812159115594e-10,0.0942148264254405,0.0952380952380952
"54","MOLR","lucene-3.0.0",-0.161290322580645,0.45096577913836,0.155995343,0.155995343
"55","nsga3","wicket-1.3.0-beta2",5.47347225787037e-18,1,0.213755284085135,0.209039548022599
"56","MEG","wicket-1.3.0-beta2",0.8,7.84837814195941e-08,0.176827612337576,0.183422087294082
"57","MOLR","wicket-1.3.0-beta2",-0.225806451612903,0.289418293508046,0.214390602,0.214390602
"58","nsga3","wicket-1.3.0-incubating-beta-1",-1.82915398777393e-18,1,0.341938842698262,0.338747099767981
"59","MEG","wicket-1.3.0-incubating-beta-1",-0.12258064516129,0.668738550900621,0.2789434756,0.353312303
"60","MOLR","wicket-1.3.0-incubating-beta-1",1,1.23733544474191e-06,0.317857143,0.317857143
"61","nsga3","all",9.39954513204994e-19,1,0.363407385162049,0.393458021295023
"62","MEG","all",0.242903214969597,2.41914749411364e-09,0.305201242339252,0.333333333333333
"63","MOLR","all",0.235640138408305,6.62882530910192e-07,0.3112365432,0.309613503
