"","algorithm","file_id","effect_size","p_value","mean","median"
"1","nsga3","activemq-5.0.0",-5.48046711059608e-18,1,0.606552688817916,0.702558705770196
"2","MEG","activemq-5.0.0",0.400921658986175,0.104530191140993,0.61508605,0.61678841
"3","MOLR","activemq-5.0.0",0.483870967741935,0.0224415961481735,0.527760045,0.527760045
"4","nsga3","activemq-5.1.0",1.82915398777393e-18,1,0.730665803498001,0.72522179699119
"5","MEG","activemq-5.1.0",1,4.74372530919644e-05,0.534061003142857,0.617574001
"6","MOLR","activemq-5.1.0",-0.0967741935483871,0.657404746524823,0.726384349,0.726384349
"7","nsga3","activemq-5.2.0",0,1,0.757010818629744,0.757669079828094
"8","MEG","activemq-5.2.0",1,1.37878767497328e-05,0.628478008285714,0.675448299
"9","MOLR","activemq-5.2.0",1,6.28000704045137e-07,0.741809277,0.741809277
"10","nsga3","activemq-5.3.0",0,1,0.263189386317605,0
"11","MEG","activemq-5.3.0",-0.733333333333333,0.00056481342657562,0.715165082900033,0.687313081935628
"12","MOLR","activemq-5.3.0",-0.111111111111111,0.688098259323512,0.310009081,0.310009081
"13","nsga3","derby-10.2.1.6",-5.32549781389904e-18,1,0.678979262389635,0.731443353915545
"14","MEG","derby-10.2.1.6",0.619047619047619,0.0186593140448181,0.675480276,0.67482941
"15","MOLR","derby-10.2.1.6",1,3.62101436637653e-06,0.37470673,0.37470673
"16","nsga3","derby-10.3.1.4",7.21169316021003e-18,1,0.658879929566402,0.660587172439003
"17","MEG","derby-10.3.1.4",0.935483870967742,1.33926703328285e-10,0.620148213980908,0.620507684563566
"18","MOLR","derby-10.3.1.4",0.935483870967742,9.88388122675086e-06,0.594807549,0.594807549
"19","nsga3","groovy-1_5_7",0,1,0.654189673594678,0.642363431408009
"20","MEG","groovy-1_5_7",0.587301587301587,0.0332502727806862,0.570832244666667,0.6292165635
"21","MOLR","groovy-1_5_7",0.333333333333333,0.138137504295785,0.631356773,0.631356773
"22","nsga3","groovy-1_6_BETA_1",-8.85898097711543e-18,1,0.73280985510597,0.73612756614769
"23","MEG","groovy-1_6_BETA_1",1,8.9184499477201e-13,0.461097315929822,0.461097315929822
"24","MOLR","groovy-1_6_BETA_1",-1,2.14343031036494e-06,0.773157343,0.773157343
"25","nsga3","hbase-0.94.0",-8.85898097711543e-18,1,0.630947986370287,0.640731497570498
"26","MEG","hbase-0.94.0",1,0.00012422072704498,0.53495925,0.5603189205
"27","MOLR","hbase-0.94.0",-1,2.04719362478033e-06,0.681506767,0.681506767
"28","nsga3","hbase-0.95.0",3.66880025463643e-18,1,0.640175281847744,0.639825755206398
"29","MEG","hbase-0.95.0",1,1.62716032506862e-11,0.587599275205093,0.584794183292331
"30","MOLR","hbase-0.95.0",1,2.29482375090894e-06,0.531362281,0.531362281
"31","nsga3","hive-0.10.0",-1.82915398777393e-18,1,0.711734669900502,0.716141437657072
"32","MEG","hive-0.10.0",0.255913978494624,0.0870511613815901,0.683846341799868,0.653757274891618
"33","MOLR","hive-0.10.0",1,2.19067141966933e-06,0.628457288,0.628457288
"34","nsga3","hive-0.9.0",3.66880025463643e-18,1,0.758427640447138,0.762361993575595
"35","MEG","hive-0.9.0",1,0.000422146481568576,0.6427795968,0.64456375
"36","MOLR","hive-0.9.0",1,2.26899188578855e-06,0.632719666,0.632719666
"37","nsga3","jruby-1.1",3.66880025463643e-18,1,0.600088455483856,0.613139339484966
"38","MEG","jruby-1.1",0.470967741935484,0.0990219418385066,0.546514247,0.572579598
"39","MOLR","jruby-1.1",-0.806451612903226,0.000138023075295902,0.635080911,0.635080911
"40","nsga3","jruby-1.4.0",7.23967257111289e-18,1,0.755554431882357,0.756327597857561
"41","MEG","jruby-1.4.0",1,0.000414584811195136,0.5962040214,0.669969806
"42","MOLR","jruby-1.4.0",1,2.22034757405716e-06,0.700980669,0.700980669
"43","nsga3","jruby-1.5.0",-3.66880025463643e-18,1,0.686068025145783,0.678385363079721
"44","MEG","jruby-1.5.0",-0.625806451612903,2.57456163300903e-05,0.694776388264778,0.696096349897914
"45","MOLR","jruby-1.5.0",0.548387096774194,0.00908123771372937,0.677552654,0.677552654
"46","nsga3","lucene-2.3.0",1.06776426858008e-17,1,0.661685852613555,0.661983652389223
"47","MEG","lucene-2.3.0",0.974193548387097,0.000148728752495918,0.6103786266,0.652321963
"48","MOLR","lucene-2.3.0",1,4.40369393586879e-07,0.638095163,0.638095163
"49","nsga3","lucene-2.9.0",3.66880025463643e-18,1,0.745709275817235,0.749884913754388
"50","MEG","lucene-2.9.0",0.483870967741935,0.0883318782388762,0.5679363894,0.610816214
"51","MOLR","lucene-2.9.0",1,2.066579899191e-06,0.598197901,0.598197901
"52","nsga3","lucene-3.0.0",-1.25102940999376e-17,1,0.623477245747235,0.63208257523888
"53","MEG","lucene-3.0.0",1,1.8745081379889e-11,0.329137571266236,0.300395812660947
"54","MOLR","lucene-3.0.0",-0.870967741935484,3.49979309721602e-05,0.683555533,0.683555533
"55","nsga3","wicket-1.3.0-beta2",3.66880025463643e-18,1,0.74356773415342,0.741384185989714
"56","MEG","wicket-1.3.0-beta2",1,1.88024784007275e-11,0.457634631324505,0.477396412197316
"57","MOLR","wicket-1.3.0-beta2",-0.225806451612903,0.289418293508046,0.744196864,0.744196864
"58","nsga3","wicket-1.3.0-incubating-beta-1",0,1,0.696176642925019,0.695080049957611
"59","MEG","wicket-1.3.0-incubating-beta-1",1,0.000251477669485794,0.4912691218,0.61683023
"60","MOLR","wicket-1.3.0-incubating-beta-1",-1,1.23733544474191e-06,0.735972338,0.735972338
"61","nsga3","all",-4.78324487861252e-20,1,0.682163935309768,0.702534179055725
"62","MEG","all",0.562737259381194,1.83634773504141e-43,0.572454888961609,0.618348386480443
"63","MOLR","all",0.323529411764706,8.70485051418406e-12,0.6283834591,0.636588037
