"file_id","group","algorithm","mean","median"
"activemq-5.0.0_exp_0_train",2,"nsga3",0.313488251800778,0.329119032784636
"activemq-5.0.0_exp_0_train",1,"RF",0.354250732997596,0.353248973450845
"activemq-5.0.0_exp_0_train",4,"LR",0.221843824552423,0.221843824552423
"activemq-5.0.0_exp_0_train",3,"NB",0.281536401956098,0.281536401956098
"activemq-5.0.0_exp_0_train",5,"DT",0.122272626378823,0.238024910260229
"activemq-5.1.0_exp_68_train",1,"nsga3",0.442693690778154,0.443207248031883
"activemq-5.1.0_exp_68_train",3,"RF",0.316557154241019,0.316270521734198
"activemq-5.1.0_exp_68_train",5,"LR",0.274145077222387,0.274145077222387
"activemq-5.1.0_exp_68_train",2,"NB",0.36977103322314,0.36977103322314
"activemq-5.1.0_exp_68_train",4,"DT",0.300008346795202,0.308004608223645
"activemq-5.2.0_exp_37_train",2,"nsga3",0.32399607796407,0.32196899489895
"activemq-5.2.0_exp_37_train",1,"RF",0.351370566776407,0.350120166429237
"activemq-5.2.0_exp_37_train",5,"LR",0,0
"activemq-5.2.0_exp_37_train",4,"NB",0.296643035124302,0.296643035124302
"activemq-5.2.0_exp_37_train",3,"DT",0.313461419156923,0.312235823879376
"activemq-5.3.0_exp_32_train",2,"nsga3",0.273733755551563,0.275883625405876
"activemq-5.3.0_exp_32_train",1,"RF",0.325845405473687,0.329397770373646
"activemq-5.3.0_exp_32_train",4,"LR",0.257240949302547,0.257240949302547
"activemq-5.3.0_exp_32_train",3,"NB",0.265596066575218,0.265596066575218
"activemq-5.3.0_exp_32_train",5,"DT",0.209684677399386,0.209332724540591
"groovy-1_5_7_exp_51_train",3,"nsga3",0.300793300878226,0.303739039494884
"groovy-1_5_7_exp_51_train",4,"RF",0.252271351047651,0.252128413401885
"groovy-1_5_7_exp_51_train",2,"LR",0.32744918801261,0.32744918801261
"groovy-1_5_7_exp_51_train",3,"NB",0.296004751281877,0.296004751281877
"groovy-1_5_7_exp_51_train",1,"DT",0.394093337142011,0.400017452689778
"groovy-1_6_BETA_1_exp_53_train",1,"nsga3",0.348185251038835,0.352574511186846
"groovy-1_6_BETA_1_exp_53_train",2,"RF",0.329585669436287,0.321893805391104
"groovy-1_6_BETA_1_exp_53_train",4,"LR",0.169487164427516,0.169487164427516
"groovy-1_6_BETA_1_exp_53_train",5,"NB",-0.070331408367881,-0.070331408367881
"groovy-1_6_BETA_1_exp_53_train",3,"DT",0.307332440359339,0.312508395695742
"hbase-0.94.0_exp_25_train",1,"nsga3",0.308377770086492,0.309071269562949
"hbase-0.94.0_exp_25_train",1,"RF",0.310537618331272,0.310747061293668
"hbase-0.94.0_exp_25_train",3,"LR",0.0609016518845677,0.0609016518845677
"hbase-0.94.0_exp_25_train",4,"NB",-0.0660955896131504,-0.0660955896131504
"hbase-0.94.0_exp_25_train",2,"DT",0.113126859384608,0.109497931552441
"hbase-0.95.0_exp_3_train",1,"nsga3",0.298548679510315,0.285429985635219
"hbase-0.95.0_exp_3_train",2,"RF",0.261571865568868,0.264071074440721
"hbase-0.95.0_exp_3_train",4,"LR",0.150271827432972,0.150271827432972
"hbase-0.95.0_exp_3_train",5,"NB",0.0497505250859498,0.0497505250859498
