"file_id","group","algorithm","mean","median"
"lucene-2.3.0_exp_57_train",3,"DT",0.553692986146516,0.558830093622893
"lucene-2.9.0_exp_11_train",2,"nsga3",0.743494110611397,0.742270569482872
"lucene-2.9.0_exp_11_train",1,"RF",0.844961397686485,0.843859034006701
"lucene-2.9.0_exp_11_train",3,"LR",0.638386871853677,0.638386871853677
"lucene-2.9.0_exp_11_train",4,"NB",0.0817365159018099,0.0817365159018099
"lucene-2.9.0_exp_11_train",2,"DT",0.744180807928615,0.742776256365386
"lucene-3.0.0_exp_43_train",1,"nsga3",0.492666559792232,0.491644953183011
"lucene-3.0.0_exp_43_train",3,"RF",0.33965589339567,0.334815137429466
"lucene-3.0.0_exp_43_train",2,"LR",0.423018652682755,0.423018652682755
"lucene-3.0.0_exp_43_train",4,"NB",0.073496890952929,0.073496890952929
"lucene-3.0.0_exp_43_train",1,"DT",0.495189668804788,0.499621519153552
"wicket-1.3.0-beta2_exp_51_train",2,"nsga3",0.475068361276871,0.481089852590789
"wicket-1.3.0-beta2_exp_51_train",5,"RF",0.36381129711361,0.368045988157023
"wicket-1.3.0-beta2_exp_51_train",4,"LR",0.402062730645118,0.402062730645118
"wicket-1.3.0-beta2_exp_51_train",1,"NB",0.616076760460125,0.616076760460125
"wicket-1.3.0-beta2_exp_51_train",3,"DT",0.430391009813678,0.432788697598374
"wicket-1.3.0-incubating-beta-1_exp_0_train",4,"nsga3",0.577909639825166,0.580083044120602
"wicket-1.3.0-incubating-beta-1_exp_0_train",3,"RF",0.591283833151208,0.590693602174682
"wicket-1.3.0-incubating-beta-1_exp_0_train",1,"LR",0.668398679644345,0.668398679644345
"wicket-1.3.0-incubating-beta-1_exp_0_train",2,"NB",0.614600105245937,0.614600105245937
"wicket-1.3.0-incubating-beta-1_exp_0_train",4,"DT",0.580409308701602,0.581533488002258
"All",1,"nsga3",0.620413138774548,0.625204896202922
"All",1,"RF",0.598110886908011,0.613708585656421
"All",2,"LR",0.539695847538984,0.644800958844822
"All",3,"NB",0.330426569689156,0.260995002955979
"All",2,"DT",0.567663285452181,0.566585444782211
