"","algorithm","file_id","effect_size","p_value","mean","median"
"1","nsga3","activemq-5.0.0_exp_0_train",0,1,0.322597270342186,0.325748486679257
"2","NB","activemq-5.0.0_exp_0_train",0.741935483870968,0.00046185063907716,0.281536401956098,0.281536401956098
"3","RF","activemq-5.0.0_exp_0_train",0.458064516129032,0.0323005801200838,0.122110147536647,0.172759060706404
"4","LR","activemq-5.0.0_exp_0_train",-0.548387096774194,0.00975442949593072,0.355310019384662,0.355310019384662
"5","DT","activemq-5.0.0_exp_0_train",1,2.29718417358458e-06,-0.107785883148836,-0.107785883148836
"6","nsga3","activemq-5.1.0_exp_68_train",0,1,0.436625808929971,0.437579970568326
"7","NB","activemq-5.1.0_exp_68_train",1,2.30664605449215e-06,0.36977103322314,0.36977103322314
"8","RF","activemq-5.1.0_exp_68_train",0.993548387096774,3.56792624405703e-09,0.368119724441658,0.364266919174247
"9","LR","activemq-5.1.0_exp_68_train",1,2.30664605449215e-06,0.385047947264114,0.385047947264114
"10","DT","activemq-5.1.0_exp_68_train",1,2.30664605449215e-06,0.329423704277164,0.329423704277164
"11","nsga3","activemq-5.2.0_exp_37_train",-1.82915398777393e-18,1,0.330648956990067,0.330096659136464
"12","NB","activemq-5.2.0_exp_37_train",1,2.29482375090894e-06,0.296643035124302,0.296643035124302
"13","RF","activemq-5.2.0_exp_37_train",-0.987096774193548,3.64021697564911e-06,0.367033608341283,0.36643844439502
"14","LR","activemq-5.2.0_exp_37_train",-1,2.29482375090894e-06,0.364669006304635,0.364669006304635
"15","DT","activemq-5.2.0_exp_37_train",-0.419354838709677,0.0485176139188035,0.336836857455416,0.336836857455416
"16","nsga3","activemq-5.3.0_exp_32_train",0,1,0.214085531109285,0.208784268029274
"17","NB","activemq-5.3.0_exp_32_train",-0.67741935483871,0.00139498202546503,0.265596066575218,0.265596066575218
"18","RF","activemq-5.3.0_exp_32_train",-0.496774193548387,0.0202032215435839,0.230914669095081,0.228158187964562
"19","LR","activemq-5.3.0_exp_32_train",-0.419354838709677,0.0485573785183761,0.221617380364028,0.221617380364028
"20","DT","activemq-5.3.0_exp_32_train",0.419354838709677,0.0485573785183761,0.187401578125487,0.187401578125487
"21","nsga3","groovy-1_5_7_exp_51_train",1.82915398777393e-18,1,0.28741742163114,0.291295296622804
"22","NB","groovy-1_5_7_exp_51_train",-0.258064516129032,0.225897868682145,0.296004751281877,0.296004751281877
"23","RF","groovy-1_5_7_exp_51_train",0.241935483870968,0.26115365864975,0.271392501071058,0.257541638881895
"24","LR","groovy-1_5_7_exp_51_train",-1,2.29954661394059e-06,0.386234415994842,0.386234415994842
"25","DT","groovy-1_5_7_exp_51_train",0.135483870967742,0.532850013066244,0.283696669493896,0.281195900263082
"26","nsga3","groovy-1_6_BETA_1_exp_53_train",1.82915398777393e-18,1,0.364382179079025,0.361860860922286
"27","NB","groovy-1_6_BETA_1_exp_53_train",1,2.30427755305367e-06,-0.070331408367881,-0.070331408367881
"28","RF","groovy-1_6_BETA_1_exp_53_train",-0.503225806451613,0.0186270241562334,0.386693670462086,0.38510457066402
"29","LR","groovy-1_6_BETA_1_exp_53_train",1,2.30427755305367e-06,0.133370645047719,0.133370645047719
"30","DT","groovy-1_6_BETA_1_exp_53_train",0.909677419354839,1.92007316425893e-05,0.294518301330145,0.290029850572754
"31","nsga3","hbase-0.94.0_exp_25_train",3.66880025463643e-18,1,0.317212553363168,0.319679125386602
"32","NB","hbase-0.94.0_exp_25_train",1,2.30427755305367e-06,-0.0660955896131504,-0.0660955896131504
"33","RF","hbase-0.94.0_exp_25_train",-0.141935483870968,0.51392170107299,0.319909796091868,0.324883189416088
"34","LR","hbase-0.94.0_exp_25_train",1,2.30427755305367e-06,-0.0446475940353162,-0.0446475940353162
"35","DT","hbase-0.94.0_exp_25_train",-0.935483870967742,9.91967758096199e-06,0.345868430634949,0.345868430634949
