"","algorithm","file_id","effect_size","p_value","mean","median"
"1","nsga3","activemq-5.0.0",-7.21169316021003e-18,1,0.250100687145059,0.345313782097947
"2","RF","activemq-5.0.0",0.458064516129032,0.0319699144999427,0.290555671564239,0.28903308916911
"3","LR","activemq-5.0.0",0.483870967741935,0.0224415961481735,0.255506775972769,0.255506775972769
"4","NB","activemq-5.0.0",0.483870967741935,0.0224415961481735,0.281536401956098,0.281536401956098
"5","DT","activemq-5.0.0",0.483870967741935,0.0230715337460431,0.213486075587843,0.265812530116325
"6","FFT","activemq-5.0.0",0.290322580645161,0.172706935163012,0.310441258,0.310441258
"7","nsga3","activemq-5.1.0",-7.21169316021003e-18,1,0.347431547575528,0.340247017012552
"8","RF","activemq-5.1.0",0.27741935483871,0.19669048981558,0.335327143458583,0.336016551399097
"9","LR","activemq-5.1.0",-0.612903225806452,0.00384763060726739,0.362116227622193,0.362116227622193
"10","NB","activemq-5.1.0",-0.741935483870968,0.000461582352537516,0.36977103322314,0.36977103322314
"11","DT","activemq-5.1.0",0.516129032258065,0.015594421752099,0.329731779314828,0.329731779314828
"12","FFT","activemq-5.1.0",1,2.29482375090894e-06,0.295541707,0.295541707
"13","nsga3","activemq-5.2.0",0,1,0.358406819233557,0.359404592748872
"14","RF","activemq-5.2.0",-0.916129032258065,5.99369085351263e-06,0.373772427991105,0.372653836817684
"15","LR","activemq-5.2.0",1,6.28000704045137e-07,0,0
"16","NB","activemq-5.2.0",1,6.28000704045137e-07,0.296643035124302,0.296643035124302
"17","DT","activemq-5.2.0",-1,6.28000704045137e-07,0.376792647966277,0.376792647966277
"18","FFT","activemq-5.2.0",1,6.28000704045137e-07,0.312612959,0.312612959
"19","nsga3","activemq-5.3.0",0,1,-0.480654062008037,-1
"20","RF","activemq-5.3.0",-1,0.000246655821094752,0.337107603046932,0.337214237799286
"21","LR","activemq-5.3.0",-1,7.19426615040365e-05,0.308966509326359,0.308966509326359
"22","NB","activemq-5.3.0",-1,7.19426615040365e-05,0.265596066575218,0.265596066575218
"23","DT","activemq-5.3.0",-1,7.19426615040365e-05,0.270919925591806,0.270919925591806
"24","FFT","activemq-5.3.0",-1,7.19426615040365e-05,0.247544355,0.247544355
"25","nsga3","derby-10.2.1.6",-5.32549781389904e-18,1,0.37332895949414,0.432869886409411
"26","RF","derby-10.2.1.6",-0.60952380952381,0.00570033609321628,0.436796312922005,0.435247581991
"27","LR","derby-10.2.1.6",0.619047619047619,0.00424974989498291,0.255209665062903,0.255209665062903
"28","NB","derby-10.2.1.6",1,3.62101436637653e-06,0.0497818604830075,0.0497818604830075
"29","DT","derby-10.2.1.6",0.619047619047619,0.00424974989498291,0.383148314324478,0.383148314324478
"30","FFT","derby-10.2.1.6",0.523809523809524,0.0157029861525754,0.41956744,0.41956744
"31","nsga3","derby-10.3.1.4",7.21169316021003e-18,1,0.292621217363653,0.30175338895712
"32","RF","derby-10.3.1.4",-0.974193548387097,4.87723536552459e-06,0.395228095561667,0.393594250030825
"33","LR","derby-10.3.1.4",0.354838709677419,0.0955253387179859,0.249660564370259,0.249660564370259
"34","NB","derby-10.3.1.4",1,2.29482375090894e-06,0.075048261342691,0.075048261342691
"35","DT","derby-10.3.1.4",0.935483870967742,9.88388122675086e-06,0.230030943928537,0.230030943928537
"36","FFT","derby-10.3.1.4",1,2.29482375090894e-06,0.15622923,0.15622923
"37","nsga3","groovy-1_5_7",0,1,0.27678944202565,0.272573041109845
"38","RF","groovy-1_5_7",1,7.08009493150933e-06,0,0
"39","LR","groovy-1_5_7",-0.714285714285714,0.00136520792675381,0.316573947646397,0.316573947646397
"40","NB","groovy-1_5_7",-0.238095238095238,0.292351846534004,0.296004751281877,0.296004751281877
"41","DT","groovy-1_5_7",-0.161904761904762,0.484586211358412,0.290803670203359,0.271458779381739
"42","FFT","groovy-1_5_7",-0.80952380952381,0.000281567059828283,0.322837882,0.322837882
"43","nsga3","groovy-1_6_BETA_1",0,1,0.371239177962974,0.372413740548488
"44","RF","groovy-1_6_BETA_1",0.780645161290323,0.000242162221272047,0.307309166000763,0.301383029549533
"45","LR","groovy-1_6_BETA_1",1,2.14343031036494e-06,0.172240319801107,0.172240319801107
"46","NB","groovy-1_6_BETA_1",1,2.14343031036494e-06,-0.070331408367881,-0.070331408367881
"47","DT","groovy-1_6_BETA_1",1,2.14343031036494e-06,0,0
"48","FFT","groovy-1_6_BETA_1",1,2.14343031036494e-06,0.29654805,0.29654805
"49","nsga3","hbase-0.94.0",1.82915398777393e-18,1,0.33028948078394,0.334496148737466
"50","RF","hbase-0.94.0",0.819354838709677,0.000113413079007013,0.302757588046133,0.303404519270458
"51","LR","hbase-0.94.0",1,2.04719362478033e-06,0.118581290253103,0.118581290253103
"52","NB","hbase-0.94.0",1,2.04719362478033e-06,-0.0660955896131504,-0.0660955896131504
"53","DT","hbase-0.94.0",0.161290322580645,0.451430980673655,0.328311328737961,0.328311328737961
"54","FFT","hbase-0.94.0",0.870967741935484,3.5652008394575e-05,0.290521202,0.290521202
"55","nsga3","hbase-0.95.0",3.66880025463643e-18,1,0.253775475706051,0.251212098718924
"56","RF","hbase-0.95.0",0.67741935483871,0.00144820041435854,0.0636669954222318,0
"57","LR","hbase-0.95.0",0.290322580645161,0.17348728921803,0.239273951001275,0.239273951001275
"58","NB","hbase-0.95.0",1,2.29482375090894e-06,0.0497505250859498,0.0497505250859498
"59","DT","hbase-0.95.0",0.412903225806452,0.0536832794637725,0.223474047035204,0.229997279657754
"60","FFT","hbase-0.95.0",-0.290322580645161,0.17348728921803,0.270063139,0.270063139
"61","nsga3","hive-0.10.0",3.66880025463643e-18,1,0.250783261543078,0.257472068430588
"62","RF","hive-0.10.0",0.6,0.004822656802247,0.0903442687179017,0
"63","LR","hive-0.10.0",1,2.19067141966933e-06,0.120598960765599,0.120598960765599
"64","NB","hive-0.10.0",1,2.19067141966933e-06,0.0025864571173004,0.0025864571173004
"65","DT","hive-0.10.0",1,2.19067141966933e-06,0,0
"66","FFT","hive-0.10.0",-0.870967741935484,3.75523314133919e-05,0.263568308,0.263568308
"67","nsga3","hive-0.9.0",-8.85898097711543e-18,1,0.357847005808638,0.369386971007349
"68","RF","hive-0.9.0",0.858064516129032,5.68901497669644e-05,0.303246801601186,0.303942657826642
"69","LR","hive-0.9.0",1,2.26899188578855e-06,0.235229662061282,0.235229662061282
"70","NB","hive-0.9.0",1,2.26899188578855e-06,0.215683439755338,0.215683439755338
"71","DT","hive-0.9.0",0.870967741935484,3.85773897110505e-05,0.302708843492263,0.302708843492263
"72","FFT","hive-0.9.0",0.741935483870968,0.000458638446657477,0.323489805,0.323489805
"73","nsga3","jruby-1.1",5.48046711059608e-18,1,0.39200235895817,0.401411883330412
"74","RF","jruby-1.1",-0.806451612903226,0.000154248548463837,0.428959649496267,0.428510045221904
"75","LR","jruby-1.1",0.032258064516129,0.890420833356736,0.400377733071408,0.400377733071408
"76","NB","jruby-1.1",1,2.24340222088482e-06,0.161922605145488,0.161922605145488
"77","DT","jruby-1.1",1,2.24340222088482e-06,0.335711929991238,0.335711929991238
"78","FFT","jruby-1.1",1,2.24340222088482e-06,0.342434561,0.342434561
"79","nsga3","jruby-1.4.0",3.66880025463643e-18,1,0.287409988234359,0.294529752710284
"80","RF","jruby-1.4.0",-1,2.62435356203736e-06,0.447114853433511,0.444507505960131
"81","LR","jruby-1.4.0",-1,2.22034757405716e-06,0.362326540051528,0.362326540051528
"82","NB","jruby-1.4.0",1,2.22034757405716e-06,0.206026587394454,0.206026587394454
"83","DT","jruby-1.4.0",-1,2.22034757405716e-06,0.349902828189079,0.349902828189079
"84","FFT","jruby-1.4.0",-1,2.22034757405716e-06,0.35872141,0.35872141
"85","nsga3","jruby-1.5.0",-8.86597582984114e-18,1,0.192893862807844,0.18293515441799
"86","RF","jruby-1.5.0",-1,2.18840237217522e-06,0.326571007790642,0.323044699739455
"87","LR","jruby-1.5.0",1,1.83982439072252e-06,0.0695802253058682,0.0695802253058682
"88","NB","jruby-1.5.0",1,1.83982439072252e-06,0.173020760426965,0.173020760426965
"89","DT","jruby-1.5.0",-1,1.92993999236492e-06,0.360167482449671,0.359852060068771
"90","FFT","jruby-1.5.0",-1,1.83982439072252e-06,0.322397433,0.322397433
"91","nsga3","lucene-2.3.0",7.10677036932434e-18,1,0.265198109091863,0.264950289257175
"92","RF","lucene-2.3.0",-0.8,6.22791483756866e-05,0.33445909163108,0.345112860928282
"93","LR","lucene-2.3.0",1,4.40369393586879e-07,0.030418913991056,0.030418913991056
"94","NB","lucene-2.3.0",1,4.40369393586879e-07,0.0369612321382957,0.0369612321382957
"95","DT","lucene-2.3.0",-1,4.40369393586879e-07,0.273585916374152,0.273585916374152
"96","FFT","lucene-2.3.0",-1,4.40369393586879e-07,0.2717886,0.2717886
"97","nsga3","lucene-2.9.0",7.26765198201574e-18,1,0.330820989188838,0.336581901068285
"98","RF","lucene-2.9.0",-0.935483870967742,1.04693173368285e-05,0.472999598423516,0.51559303525608
"99","LR","lucene-2.9.0",1,2.066579899191e-06,0.0707434013499781,0.0707434013499781
"100","NB","lucene-2.9.0",1,2.066579899191e-06,0.0464344414155207,0.0464344414155207
"101","DT","lucene-2.9.0",1,2.066579899191e-06,0.241864580450792,0.241864580450792
"102","FFT","lucene-2.9.0",0.935483870967742,9.01405941887587e-06,0.282294391,0.282294391
"103","nsga3","lucene-3.0.0",1.06706478330751e-17,1,0.144118433539503,0.143253282393311
"104","RF","lucene-3.0.0",1,2.32089959402738e-06,0.00806335736997829,-0.0037594474083078
"105","LR","lucene-3.0.0",1,1.99833786697533e-06,0.0666936264670665,0.0666936264670665
"106","NB","lucene-3.0.0",0.290322580645161,0.170949997775171,0.140439536365329,0.140439536365329
"107","DT","lucene-3.0.0",1,1.99833786697533e-06,0.0310677129937584,0.0310677129937584
"108","FFT","lucene-3.0.0",-0.290322580645161,0.170949997775171,0.161688871,0.161688871
"109","nsga3","wicket-1.3.0-beta2",-1.06706478330751e-17,1,0.23292182928671,0.233218955603135
"110","RF","wicket-1.3.0-beta2",1,2.39082774016835e-06,0.02862846928864,0
"111","LR","wicket-1.3.0-beta2",1,2.09266582539189e-06,-0.0040590591689501,-0.0040590591689501
"112","NB","wicket-1.3.0-beta2",1,2.09266582539189e-06,0.203954278592915,0.203954278592915
"113","DT","wicket-1.3.0-beta2",1,2.09266582539189e-06,0,0
"114","FFT","wicket-1.3.0-beta2",0.806451612903226,0.000131812604601812,0.218028416,0.218028416
"115","nsga3","wicket-1.3.0-incubating-beta-1",0,1,0.296553100330866,0.293046151918873
"116","RF","wicket-1.3.0-incubating-beta-1",0.632258064516129,0.00238707783674097,0.275444218066859,0.267818316157947
"117","LR","wicket-1.3.0-incubating-beta-1",-1,1.23733544474191e-06,0.321427979679694,0.321427979679694
"118","NB","wicket-1.3.0-incubating-beta-1",-0.483870967741935,0.0193632641681899,0.29597123310598,0.29597123310598
"119","DT","wicket-1.3.0-incubating-beta-1",1,1.23733544474191e-06,0.254467384853989,0.254467384853989
"120","FFT","wicket-1.3.0-incubating-beta-1",-1,1.23733544474191e-06,0.32150391,0.32150391
"121","nsga3","all",-5.72657579996712e-18,1,0.281857116877548,0.306449883735563
"122","RF","all",-0.0899653979238754,0.0576755619848743,0.277917615991662,0.320343694159008
"123","LR","all",0.42439446366782,3.4054283934751e-19,0.197573361731545,0.237251806531279
"124","NB","all",0.613321799307958,2.63505913406183e-38,0.151535275427442,0.167471682786226
"125","DT","all",0.177837370242215,0.000175184076315265,0.239808770574262,0.270919925591806
"126","FFT","all",0.177373251090718,8.20755868599677e-05,0.273860998565217,0.290521202
