"file_id","group","algorithm","mean","median"
"activemq-5.0.0_exp_0_train",3,"nsga3",0.553253009774548,0.580329971326533
"activemq-5.0.0_exp_0_train",4,"RF",0.428859789431326,0.424159408965567
"activemq-5.0.0_exp_0_train",2,"LR",0.633772605548999,0.633772605548999
"activemq-5.0.0_exp_0_train",1,"NB",0.665299936833002,0.665299936833002
"activemq-5.0.0_exp_0_train",3,"DT",0.549305517343788,0.555868731372425
"activemq-5.1.0_exp_68_train",3,"nsga3",0.64201289582559,0.642692487937309
"activemq-5.1.0_exp_68_train",5,"RF",0.427062464133574,0.424784388170919
"activemq-5.1.0_exp_68_train",1,"LR",0.704049569706782,0.704049569706782
"activemq-5.1.0_exp_68_train",2,"NB",0.652674510771698,0.652674510771698
"activemq-5.1.0_exp_68_train",4,"DT",0.535766039116365,0.534985345920224
"activemq-5.2.0_exp_37_train",3,"nsga3",0.671852386072099,0.66973504526775
"activemq-5.2.0_exp_37_train",5,"RF",0.570755679347194,0.571144670962757
"activemq-5.2.0_exp_37_train",1,"LR",0.721895510605428,0.721895510605428
"activemq-5.2.0_exp_37_train",2,"NB",0.718438908578086,0.718438908578086
"activemq-5.2.0_exp_37_train",4,"DT",0.617564727701257,0.617210934192203
"activemq-5.3.0_exp_32_train",2,"nsga3",0.694622449121903,0.686111879668676
"activemq-5.3.0_exp_32_train",4,"RF",0.530968286550547,0.533601093679987
"activemq-5.3.0_exp_32_train",3,"LR",0.662505921099891,0.662505921099891
"activemq-5.3.0_exp_32_train",1,"NB",0.753317267149019,0.753317267149019
"activemq-5.3.0_exp_32_train",5,"DT",0.473562963891428,0.473735241195485
"groovy-1_5_7_exp_51_train",3,"nsga3",0.45720730853812,0.444825254817629
"groovy-1_5_7_exp_51_train",5,"RF",0.375598627242107,0.375692879641845
"groovy-1_5_7_exp_51_train",1,"LR",0.669479198186367,0.669479198186367
"groovy-1_5_7_exp_51_train",2,"NB",0.55852124112951,0.55852124112951
"groovy-1_5_7_exp_51_train",4,"DT",0.396244248790807,0.410161958760103
