"","algorithm","file_id","effect_size","p_value","mean","median"
"57","nsga3","lucene-2.9.0_exp_11_train",0,NA,9,9
"58","DT","lucene-2.9.0_exp_11_train",-1,0.000245581468874924,15,15
"59","DT_SMOTE","lucene-2.9.0_exp_11_train",-1,0.00194153978504042,59.2,59
"60","DT_cost_sensitive","lucene-2.9.0_exp_11_train",-1,0.000245581468874924,11,11
"61","nsga3","lucene-3.0.0_exp_43_train",0,NA,9,9
"62","DT","lucene-3.0.0_exp_43_train",-1,0.000245581468874924,11,11
"63","DT_SMOTE","lucene-3.0.0_exp_43_train",-1,0.00119092233809089,76.4,77
"64","DT_cost_sensitive","lucene-3.0.0_exp_43_train",0,NA,9,9
"65","nsga3","wicket-1.3.0-beta2_exp_51_train",0,1,9.2,9
"66","DT","wicket-1.3.0-beta2_exp_51_train",0.8,0.00642116950966966,9,5
"67","DT_SMOTE","wicket-1.3.0-beta2_exp_51_train",-1,0.00166498413056453,86,86
"68","DT_cost_sensitive","wicket-1.3.0-beta2_exp_51_train",1,0.000295869548037869,7,7
"69","nsga3","wicket-1.3.0-incubating-beta-1_exp_0_train",0,NA,9,9
"70","DT","wicket-1.3.0-incubating-beta-1_exp_0_train",0,NA,9,9
"71","DT_SMOTE","wicket-1.3.0-incubating-beta-1_exp_0_train",-1,0.000245581468874924,55,55
"72","DT_cost_sensitive","wicket-1.3.0-incubating-beta-1_exp_0_train",0,NA,9,9
"73","nsga3","all",1.06055987841589e-17,1,9.6784140969163,9
"74","DT","all",-0.324471365638766,1.37194781551636e-09,13.04,13
"75","DT_SMOTE","all",-0.994911894273128,7.89480285838824e-76,52.95,51
"76","DT_cost_sensitive","all",-0.262775330396476,3.5069559116419e-07,12.05,11
