"file_id","group","algorithm","mean","median"
"activemq-5.0.0_exp_0_train",1,"nsga3",0.349755754110212,0.362406343202153
"activemq-5.0.0_exp_0_train",3,"RF",0.16482148321865,0.16135095414584
"activemq-5.0.0_exp_0_train",2,"LR",0.301615798922801,0.301615798922801
"activemq-5.0.0_exp_0_train",1,"NB",0.344554455445545,0.344554455445545
"activemq-5.0.0_exp_0_train",4,"DT",0.129162274868105,0.130124312742347
"activemq-5.1.0_exp_68_train",1,"nsga3",0.487082958702429,0.492660492660493
"activemq-5.1.0_exp_68_train",3,"RF",0.355937941593188,0.361966037529804
"activemq-5.1.0_exp_68_train",3,"LR",0.357030015797788,0.357030015797788
"activemq-5.1.0_exp_68_train",2,"NB",0.444015444015444,0.444015444015444
"activemq-5.1.0_exp_68_train",4,"DT",0.279908452448093,0.278411337901423
"activemq-5.2.0_exp_37_train",2,"nsga3",0.404609176081388,0.403063741033555
"activemq-5.2.0_exp_37_train",1,"RF",0.426089349824365,0.426400822270003
"activemq-5.2.0_exp_37_train",4,"LR",0.385844748858447,0.385844748858447
"activemq-5.2.0_exp_37_train",5,"NB",0.19463601532567,0.19463601532567
"activemq-5.2.0_exp_37_train",3,"DT",0.390618554847412,0.392557978539287
"activemq-5.3.0_exp_32_train",1,"nsga3",0.299080121557767,0.31511620265919
"activemq-5.3.0_exp_32_train",1,"RF",0.298275997106189,0.294377931010335
"activemq-5.3.0_exp_32_train",4,"LR",0.205546492659054,0.205546492659054
"activemq-5.3.0_exp_32_train",2,"NB",0.260346124905944,0.260346124905944
"activemq-5.3.0_exp_32_train",3,"DT",0.222228382395134,0.222870808066339
"groovy-1_5_7_exp_51_train",4,"nsga3",0.302326398674352,0.304347826086956
"groovy-1_5_7_exp_51_train",5,"RF",0.285149729995091,0.288659793814433
"groovy-1_5_7_exp_51_train",2,"LR",0.365853658536585,0.365853658536585
"groovy-1_5_7_exp_51_train",3,"NB",0.364864864864865,0.364864864864865
"groovy-1_5_7_exp_51_train",1,"DT",0.37581166097468,0.379000780640125
"groovy-1_6_BETA_1_exp_53_train",2,"nsga3",0.397354839688404,0.392551228053571
"groovy-1_6_BETA_1_exp_53_train",1,"RF",0.444996059568649,0.4483789260385
"groovy-1_6_BETA_1_exp_53_train",4,"LR",0.333333333333333,0.333333333333333
"groovy-1_6_BETA_1_exp_53_train",5,"NB",0.156576200417537,0.156576200417537
"groovy-1_6_BETA_1_exp_53_train",3,"DT",0.337447721971555,0.334498834498834
"hbase-0.94.0_exp_25_train",1,"nsga3",0.427591739378294,0.42577334951353
"hbase-0.94.0_exp_25_train",2,"RF",0.420369916919506,0.422298189649918
"hbase-0.94.0_exp_25_train",3,"LR",0.370629370629371,0.370629370629371
"hbase-0.94.0_exp_25_train",4,"NB",0.363003480855296,0.363003480855296
"hbase-0.94.0_exp_25_train",4,"DT",0.362915541996881,0.362125087189026
"hbase-0.95.0_exp_3_train",1,"nsga3",0.487634727247794,0.482354002371012
"hbase-0.95.0_exp_3_train",2,"RF",0.468558801137577,0.466807165437302
"hbase-0.95.0_exp_3_train",1,"LR",0.489276139410188,0.489276139410188
"hbase-0.95.0_exp_3_train",4,"NB",0.0202839756592292,0.0202839756592292
"hbase-0.95.0_exp_3_train",3,"DT",0.425431700248955,0.425305592846911
"hive-0.10.0_exp_19_train",1,"nsga3",0.312979601306435,0.315193910763593
"hive-0.10.0_exp_19_train",1,"RF",0.311601817518715,0.311725172108241
"hive-0.10.0_exp_19_train",3,"LR",0.124854594804188,0.124854594804188
"hive-0.10.0_exp_19_train",4,"NB",0.0088888888888888,0.0088888888888888
"hive-0.10.0_exp_19_train",2,"DT",0.21911972483662,0.221570990359334
