"","algorithm","file_id","effect_size","p_value","mean","median"
"1","nsga3","activemq-5.0.0",-7.21169316021003e-18,1,0.250100687145059,0.345313782097947
"2","DFDP","activemq-5.0.0",-0.689906347554631,3.12073582767087e-06,0.369419764780287,0.376407685180816
"3","RF","activemq-5.0.0",0.458064516129032,0.0319699144999427,0.290555671564239,0.28903308916911
"4","LR","activemq-5.0.0",0.483870967741935,0.0224415961481735,0.255506775972769,0.255506775972769
"5","DT","activemq-5.0.0",0.483870967741935,0.0230715337460431,0.213486075587843,0.265812530116325
"6","NB","activemq-5.0.0",0.483870967741935,0.0224415961481735,0.281536401956098,0.281536401956098
"7","FFT","activemq-5.0.0",0.290322580645161,0.172706935163012,0.310441258,0.310441258
"8","nsga3","activemq-5.1.0",-7.21169316021003e-18,1,0.347431547575528,0.340247017012552
"9","DFDP","activemq-5.1.0",0.831425598335068,1.92878325769017e-08,0.313308134125581,0.31177807243307
"10","RF","activemq-5.1.0",0.27741935483871,0.19669048981558,0.335327143458583,0.336016551399097
"11","LR","activemq-5.1.0",-0.612903225806452,0.00384763060726739,0.362116227622193,0.362116227622193
"12","DT","activemq-5.1.0",0.516129032258065,0.015594421752099,0.329731779314828,0.329731779314828
"13","NB","activemq-5.1.0",-0.741935483870968,0.000461582352537516,0.36977103322314,0.36977103322314
"14","FFT","activemq-5.1.0",1,2.29482375090894e-06,0.295541707,0.295541707
"15","nsga3","activemq-5.2.0",0,1,0.358406819233557,0.359404592748872
"16","DFDP","activemq-5.2.0",0.490114464099896,0.000787680086506038,0.348614610295884,0.350666163531429
"17","RF","activemq-5.2.0",-0.916129032258065,5.99369085351263e-06,0.373772427991105,0.372653836817684
"18","LR","activemq-5.2.0",1,6.28000704045137e-07,0,0
"19","DT","activemq-5.2.0",-1,6.28000704045137e-07,0.376792647966277,0.376792647966277
"20","NB","activemq-5.2.0",1,6.28000704045137e-07,0.296643035124302,0.296643035124302
"21","FFT","activemq-5.2.0",1,6.28000704045137e-07,0.312612959,0.312612959
"22","nsga3","activemq-5.3.0",0,1,-0.480654062008037,-1
"23","DFDP","activemq-5.3.0",-1,6.59707677693217e-06,0.33406001740196,0.33534732672204
"24","RF","activemq-5.3.0",-1,0.000246655821094752,0.337107603046932,0.337214237799286
"25","LR","activemq-5.3.0",-1,7.19426615040365e-05,0.308966509326359,0.308966509326359
"26","DT","activemq-5.3.0",-1,7.19426615040365e-05,0.270919925591806,0.270919925591806
"27","NB","activemq-5.3.0",-1,7.19426615040365e-05,0.265596066575218,0.265596066575218
"28","FFT","activemq-5.3.0",-1,7.19426615040365e-05,0.247544355,0.247544355
"29","nsga3","derby-10.2.1.6",-5.32549781389904e-18,1,0.37332895949414,0.432869886409411
"30","DFDP","derby-10.2.1.6",-1,1.06986728463751e-09,0.472783612938535,0.472472632694501
"31","RF","derby-10.2.1.6",-0.60952380952381,0.00570033609321628,0.436796312922005,0.435247581991
"32","LR","derby-10.2.1.6",0.619047619047619,0.00424974989498291,0.255209665062903,0.255209665062903
"33","DT","derby-10.2.1.6",0.619047619047619,0.00424974989498291,0.383148314324478,0.383148314324478
"34","NB","derby-10.2.1.6",1,3.62101436637653e-06,0.0497818604830075,0.0497818604830075
"35","FFT","derby-10.2.1.6",0.523809523809524,0.0157029861525754,0.41956744,0.41956744
