"","algorithm","file_id","effect_size","p_value","mean","median"
"1","nsga3","activemq-5.0.0_exp_0_train",-1.81516428232251e-18,1,3.06451612903226,3
"2","nsga3_NO_COMPLEXITY","activemq-5.0.0_exp_0_train",-0.754838709677419,2.43220054797973e-06,4.3,4
"3","nsga3","activemq-5.1.0_exp_68_train",1.79068229778251e-18,1,3.06451612903226,3
"4","nsga3_NO_COMPLEXITY","activemq-5.1.0_exp_68_train",-0.745161290322581,1.28170538217136e-06,3.9,4
"5","nsga3","activemq-5.2.0_exp_37_train",-1.81516428232251e-18,1,3.06451612903226,3
"6","nsga3_NO_COMPLEXITY","activemq-5.2.0_exp_37_train",-0.761290322580645,2.05857862669383e-06,4.4,4
"7","nsga3","activemq-5.3.0_exp_32_train",0,NA,3,3
"8","nsga3_NO_COMPLEXITY","activemq-5.3.0_exp_32_train",-0.7,5.54731808852378e-07,4.3,4.5
"9","nsga3","groovy-1_5_7_exp_51_train",0,NA,3,3
"10","nsga3_NO_COMPLEXITY","groovy-1_5_7_exp_51_train",-0.8,5.87038209882726e-08,5,4.5
"11","nsga3","groovy-1_6_BETA_1_exp_53_train",1.79068229778251e-18,1,3.06451612903226,3
"12","nsga3_NO_COMPLEXITY","groovy-1_6_BETA_1_exp_53_train",-0.951612903225806,9.48112541403362e-09,4.5,4
"13","nsga3","hbase-0.94.0_exp_25_train",3.55688261102503e-18,1,3.16129032258065,3
"14","nsga3_NO_COMPLEXITY","hbase-0.94.0_exp_25_train",-0.819354838709677,1.66938086215008e-06,4.8,4.5
"15","nsga3","hbase-0.95.0_exp_3_train",0,1,3.19354838709677,3
"16","nsga3_NO_COMPLEXITY","hbase-0.95.0_exp_3_train",-0.654838709677419,8.02527350069694e-05,4.2,4
"17","nsga3","hive-0.10.0_exp_19_train",0,NA,3,3
"18","nsga3_NO_COMPLEXITY","hive-0.10.0_exp_19_train",-0.6,4.84370369559938e-06,3.9,4
"19","nsga3","hive-0.9.0_exp_47_train",1.79068229778251e-18,1,3.03225806451613,3
"20","nsga3_NO_COMPLEXITY","hive-0.9.0_exp_47_train",-0.580645161290323,3.36105365466388e-05,4.2,4
"21","nsga3","jruby-1.1_exp_30_train",0,NA,3,3
"22","nsga3_NO_COMPLEXITY","jruby-1.1_exp_30_train",-0.4,0.0023871480544998,3.8,3.5
"23","nsga3","jruby-1.4.0_exp_41_train",-1.81516428232251e-18,1,3.06451612903226,3
"24","nsga3_NO_COMPLEXITY","jruby-1.4.0_exp_41_train",-0.780645161290323,1.18163916514107e-06,5,5
"25","nsga3","jruby-1.5.0_exp_61_train",0,NA,3,3
"26","nsga3_NO_COMPLEXITY","jruby-1.5.0_exp_61_train",-0.5,3.82810355905475e-05,3.7,3.5
"27","nsga3","lucene-2.3.0_exp_57_train",1.79068229778251e-18,1,3.03225806451613,3
"28","nsga3_NO_COMPLEXITY","lucene-2.3.0_exp_57_train",-0.27741935483871,0.0122079792035713,3.8,3
"29","nsga3","lucene-2.9.0_exp_11_train",0,1,3.16129032258065,3
"30","nsga3_NO_COMPLEXITY","lucene-2.9.0_exp_11_train",-0.474193548387097,0.0021452285229609,3.7,4
"31","nsga3","lucene-3.0.0_exp_43_train",0,1,3.09677419354839,3
"32","nsga3_NO_COMPLEXITY","lucene-3.0.0_exp_43_train",-0.62258064516129,9.92507179546818e-05,4,4
"33","nsga3","wicket-1.3.0-beta2_exp_51_train",1.79068229778251e-18,1,3.06451612903226,3
"34","nsga3_NO_COMPLEXITY","wicket-1.3.0-beta2_exp_51_train",-0.558064516129032,6.70454419020698e-05,3.9,4
"35","nsga3","wicket-1.3.0-incubating-beta-1_exp_0_train",1.79068229778251e-18,1,3.03225806451613,3
"36","nsga3_NO_COMPLEXITY","wicket-1.3.0-incubating-beta-1_exp_0_train",-0.470967741935484,0.000333226678687725,3.7,3.5
"37","nsga3","all",8.87297068256685e-19,1,3.06935483870968,3
"38","nsga3_NO_COMPLEXITY","all",-0.650491935483871,5.59158020413996e-85,4.23,4
